,essentiality,mutation,expression,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31
e7,-0.0629887498306502,-0.06826978640613886,-0.019159195169254125,0.0614543517496608,-0.11627753146453089,0.1899042331564772,0.25300042653044696,0.03132725327048865,0.05669899607136348,0.02665655502622466,1.0,0.10953960025110872,-0.27775444376379577,-0.11071439420019846,-0.058866248531823984,0.10746126103663353,-0.09881729561977279,-0.12436109029788786,0.0117622890129807,0.005076250227820417,0.10016812830339604,-0.034012006135963224,0.20831694819363722,-0.08831161023470566,-0.04463528799032016,0.07353536785403293,0.2079965757325692,0.05247015868957696,2.2070102873573277e-05,0.06597226792693546,-0.06817749045685588,-0.31981684820578765,-0.045061169781899925,-0.013688178398574351,0.20980072358295704
e8,-0.02939645752956458,-0.03348316001316281,0.03687926851798716,0.06543649442599381,-0.3286909122435755,0.18815306937384824,0.12021904616654178,0.1215744510793625,-0.035538592778599054,-0.16191424839513174,0.10953960025110872,1.0,-0.24212187506328345,0.08986610487839453,-0.11292097732427452,0.0691483693120836,-0.09398364249407667,-0.007779972307162673,-0.020625294268038316,-0.10878442303213787,0.20414457546931009,-0.0055952852564751625,-0.010381143557238614,0.03027328324659282,-0.11983907651728398,-0.16410994676596263,-0.10100769400174157,0.10126331167351815,-0.13353100446021748,0.11787754272898485,-0.13181122926834207,-0.262008683122051,0.15256339103096334,-0.17101415524189464,0.21586349949879508
e9,0.011444168115769494,0.09234153362500308,0.13325061390575973,-0.06258753683096738,0.22087591254733602,-0.1909029250875843,-0.08260474043660516,-0.005273615484700593,0.0763932009527956,0.030164230042931492,-0.27775444376379577,-0.24212187506328345,1.0,-0.1438013703398068,-0.027371689642777586,0.040945150968996175,0.029650131123306535,0.11578366742775562,-0.014923661175350843,0.03025496268807841,-0.2705162885269638,0.03260814192199429,-0.06635152563739091,0.017607322401328448,-0.031462141942244996,-0.09644761522650412,-0.135600673842166,0.06333469287276483,0.013690662273951519,-0.09782205263664162,-0.04979760370891638,0.21028026973937344,-0.0604744866446609,0.059966557861323176,-0.13293065019946942
e10,-0.09808165276855701,-0.08714371145288798,0.15598767635168048,-0.12128852063546708,-0.1476738744405743,-0.013946074274518539,-0.04809330132034588,-0.0926233963973998,-0.16119780064701,-0.15534885950568034,-0.11071439420019846,0.08986610487839453,-0.1438013703398068,1.0,0.10335177623984934,-0.19285178636520117,-0.050649905201393244,-0.014142854159494542,-0.0036853591209169492,0.12673649784330004,0.10369371253619813,-0.04103514003361617,-0.1050756173933294,0.021879540587472913,0.07762132702861424,-0.016934113069804177,-0.1597095954162532,0.034148603460845264,-0.1696183913094105,-0.1565212961462911,0.13569529841943256,-0.010282231526295538,0.05569728235556185,0.0414065031337964,-0.037695846454101775
e11,-0.14049332318186364,-0.010744077663467962,0.06055463627283003,-0.03191866874405135,0.04385267739616451,0.08719320183876389,-0.12337673206800186,-0.05528438949190984,-0.04664642018185132,-0.024209447332982324,-0.058866248531823984,-0.11292097732427452,-0.027371689642777586,0.10335177623984934,1.0,-0.09429303527672586,0.08888038605435289,-0.03801079235940949,0.03022283051679796,-0.047213250035438734,0.15006285628581842,-0.14412520756971303,-0.038061324193515725,-0.03233896577124805,0.08099466710374437,0.10684625665741886,-0.04641678036593022,-0.06319402958627812,-0.17335784195844556,-0.07020985424556003,0.12563492284481886,-0.0055358304560458454,0.047686056504526037,0.05895065283206091,-0.12806722221097183
e12,-0.029011367968215806,0.12461134100840535,-0.020016029579213106,0.023219963143719245,0.004566850104291123,0.05890146577124805,0.20426946535610863,0.05263801803831433,0.04829071403981288,0.0779040141957433,0.10746126103663353,0.0691483693120836,0.040945150968996175,-0.19285178636520117,-0.09429303527672586,1.0,0.06715566842510277,-0.05230543187157004,0.002818280943075272,-0.051054254799416776,0.052761389122334496,0.07884552953058868,0.14271265770235514,0.06115867565460399,-0.04052368319799113,-0.037203849279074955,0.11790565640124745,0.005130215189040319,0.030269059076365405,0.0629611148518661,-0.11174082010287359,-0.06419525285534923,-0.18435698003786882,-0.09010757869929731,0.14710033654138233
e13,0.016407661583635335,0.07172604666512306,-0.07383939519013963,-0.07337613087523541,0.02101504121018205,0.2602747957210263,0.002524582455802839,-0.04497905950669286,-0.05325443047427148,0.3212732535033717,-0.09881729561977279,-0.09398364249407667,0.029650131123306535,-0.050649905201393244,0.08888038605435289,0.06715566842510277,1.0,-0.2239469634069784,-0.04818903335797169,0.11138361667442945,-0.034274885583524026,-0.21619535790587474,-0.019755795498268565,-0.07594126220104899,0.24080625961908425,-0.012192078557542372,0.05713304142787712,-0.059770331706526805,0.06227467927947996,-0.0513726021901136,0.10843815181952574,0.05065137654158482,-0.11614753143921751,0.2978348517142221,0.012707601354772079
e14,-0.05262538948580298,-0.023716152959494228,0.0645425417218988,-0.08189164671128571,0.05629779482493267,-0.29506170769121726,-0.09705618051477288,0.029217810240780868,0.02189526652457423,-0.179666268402827,-0.12436109029788786,-0.007779972307162673,0.11578366742775562,-0.014142854159494542,-0.03801079235940949,-0.05230543187157004,-0.2239469634069784,1.0,-0.04587260598712055,-0.05879886747939492,-0.21606031102549564,-0.01139630500597396,-0.10016460025110874,0.1042368110963731,-0.09626569113120431,0.09397218818978958,0.03101665810230656,-0.08039176568417003,-0.11253577096960368,0.10822396898604728,-0.05630891689111196,0.028920552059496566,0.10345247602822948,-0.038972732427451855,-0.10251444128308458
e15,0.11327454165556972,-0.01905369985373751,0.0287088455156927,0.042129010272169455,0.06101593983515927,-0.060625433491626336,0.06940980906117737,0.06797662878941294,0.018589687202567796,0.026018309800328064,0.0117622890129807,-0.020625294268038316,-0.014923661175350843,-0.0036853591209169492,0.03022283051679796,0.002818280943075272,-0.04818903335797169,-0.04587260598712055,1.0,-0.18622490178408702,0.048713637330147226,0.024710304190883135,-0.04109682557562625,0.08238720358032442,-0.11340590257386444,-0.021085001063161947,0.10711639788076385,0.0793246485237237,0.09235899814706061,0.06963060501508678,0.04536746167554323,0.07719878343897452,0.04693877389583038,-0.06905613368502056,-0.010916584820072498
e16,-0.21586344596502544,0.20763273797465076,0.05310705729331393,-0.06109104146837853,-0.11104524007209252,0.19144297022134021,-0.0015753307193049956,-0.15253535646301208,-0.08659268936939309,-0.1365780076092019,0.005076250227820417,-0.10878442303213787,0.03025496268807841,0.12673649784330004,-0.047213250035438734,-0.051054254799416776,0.11138361667442945,-0.05879886747939492,-0.18622490178408702,1.0,0.0312969563192321,-0.0456317491798465,0.027179118107166722,-0.04985599851157328,-0.02912138208521496,-0.0330415069814301,0.05755582233045098,-0.11758047439804784,-0.0793866979455661,0.018840305481865494,-0.01961525877868006,0.09138024050241997,-0.05468270627873069,0.053201335660476703,0.11153911992973006
